text,label,exp1_pred,exp1_conf,exp3_pred,exp3_conf
Binay ad is so effective. A kid thought he was already the president. Tsk  https://t.co/Or0JgNCkeH,1,1,0.9920959,1,0.9316
Sa  UPLB pa pumunta si VP Binay. Aktibista mga students dun ??,1,0,0.5211878,0,0.99
Binay: Masakit ang mga binitiwang salita laban sa akin at aking pamilya. Ngunit mas masakit na makita kayong naghihirap. | @janvicmateo,0,0,0.9930252,0,0.9966
Yung mas lamang pa si Binay at Roxas kay Madam Miriam. WTF.,1,0,0.60531175,1,0.9893
Lalo itong si Binay at Roxas. Puro epal sa mga TV ads Nila,1,1,0.9961648,1,0.993
Ang Pagbabalik Binay In Makati,0,0,0.97785336,0,0.9087
And even sinabi ni mr. Mar roxas na dapat ay international excellency ang manalo si duterte nga nakuha nya yung iron fist nya sa time mag.,0,1,0.99597377,0,0.84
"Actress Ai-ai delas Alas says she's here as a friend of VP Binay, says she didn't get talent fee to appear here https://t.co/R7qqyOWVu8",0,0,0.99243975,0,1.0
@BilangPilipino @alanpcayetano @VPJojoBinay just mind ur campaign. Ksi kulelat ka. Talo kna. #OnlyBinayUNAisIlocos,1,1,0.99570435,1,0.5566
@leahnavarro SAME GOES FOR MAR ROXAS,0,0,0.9921548,0,0.943
Nanunumbat talaga yun Only Binay,0,0,0.9543419,0,0.9624
Si Trillanes kasi ang sabi nya noon hindi daw korap so duterte pero ngayun sasabihin nya korup tanga naman nya #BilangPilipino,1,1,0.98985744,1,0.991
Pati bala tinatanim na... edible na din ang bala cgro ano PNOY? Ipagmalaki mopa sya Mar Roxas at ipagpapatuloy mo... https://t.co/9ueKrq1BdT,1,0,0.9919503,0,0.9976
"I am not an American, but Donald Trump is really making me cringe. Same as how Binay and Roxas disgusts me.",1,1,0.9951127,1,0.9927
Elections 2016 aka Mar Roxas Attempts to Throw Shade,0,0,0.99299663,0,0.7993
"RT @YvetteZaide: Iba ka talaga, Binay! Walang hiya ka talaga. Hanggang ngayon, Makati pa rin benchmark mo? After being the VP for 6 years? …",1,1,0.9962213,1,0.552
limlingan who's still missing - is he d…,0,0,0.9718732,0,0.99
"Binay: Our economic policies remain restrictive, discouraging start-ups, and tax system is punitive for business.
#PHvote
@rapplerdotcom",0,0,0.6826693,0,0.9976
Good PM @attyvera what is the issue re Binay? Hoping for ur response. Thanks! ???,0,1,0.99626285,0,0.9966
Black Propaganda pa more! But you will not definitely stop the change for coming! Itago nyo yan sa bato! DUTERTE TILL THE END,1,1,0.99587446,1,0.9204
Umaalagwa na si Mar Roxas! abangan ang big big comeback. . . https://t.co/2vOat1s9je,0,0,0.97666705,0,0.987
"Grabe Mar, nakikiparehas nala't patalastas ni Binay. ??",1,1,0.9950027,1,0.778
"Kahit hindi na si Miriam ang mahalal, utang na loob wag lang si Binay! #Halalan2016 #PiliPinasDebates2016",1,1,0.65898776,1,0.9717
"Binay addresses Pasay folk. ""Kahirapan noon, kahirapan parin noon"" @manila_bulletin https://t.co/UyKqniSFRz",0,0,0.9919777,0,0.9995
Naisip ko lang na sana di na lang tumakbo si Duterte. Kasi mahahati lang ang votes sa kanila ni Miriam. Baka manalo pa si Binay. Wag po!! ??,1,0,0.6827036,1,0.9272
Binay warns gov't workers using anti-poverty fund to buy votes for LP https://t.co/KtzmH8gfnd #PHvote https://t.co/zGDaQ71GHf,0,1,0.9951141,0,0.9995
I'm voting for @SenGracePOE not just because she's my boss. #POE2016 https://t.co/n9fCkQYwbQ,0,0,0.9917493,0,1.0
LOOK: “BINAY” Spotted in the Ifugao Mountains https://t.co/FAqXwUJS8W,0,0,0.5760848,0,0.9995
"Binay twits Roxas: Kung lahat nagawa na, wala na dapat nagrereklamo #PILIPinasDebates2016 #VotePH2016 https://t.co/0cFnxJAn65",0,0,0.9918933,0,0.9995
VP Binay is against Barangay growth and improvement. VP Binay is against Bottom Up Budgeting for Barangays. #TalkPH,0,0,0.9926387,0,0.996
Binay's dumbest mistakes he will never forget even in jail. #NoToBinay2016 https://t.co/bsbCr1LNMs,1,1,0.99630797,1,0.986
"Praying for my candidates Mar Roxas, Leni Robredo, Villanueva, De Lima, Hontiveros, mayor Lim, trisha bonoan&amp;all Filipinos around the world",0,0,0.9905229,0,0.9966
@maryannricafort @jojovenuts buset ka binay yung mga sinabi ko sayo wala na gago ??,1,1,0.996075,1,0.964
May bagong ad na naman si binay. Nababadtrip ko pag nakikita ko sya sa tv.,1,1,0.98744816,1,0.9937
"With the recent airing of an anti-Duterte ad which was paid by Trillanes, this is becoming more true. #MIRIAM2016  https://t.co/aKO0FbAeoU",0,0,0.97170055,0,0.999
#DU30forPresident,1,1,0.67517245,0,0.794
Yun yung 25% sa survey ni Mar Roxas HAHAHA https://t.co/kSIPKRqjXc,0,0,0.5636756,0,0.997
Putangina. Gusto ko sirain TV namin everytime lumalabas ang TV ads ni Binay. Hmp,1,1,0.9944313,1,0.9985
"@adriannpauljor sa lahat ng supporter ni Duterte na anti-Binay, napaka ironic niyo po",0,1,0.9954259,0,0.6255
#AyawSaDILAW,1,1,0.99638283,1,0.9995
Srsly Binay? Sisihin daw ba ang administration ngayon eh parte nmn sya nito. You are still the Vice President. FYI.,1,1,0.9901731,1,0.983
"News5 Everywhere - MAR ROXAS, BINATIKOS, TINAWAG NA 'CREDIT GRABBER' NG NETIZENS https://t.co/dG0VTuaYzB",1,1,0.9544077,1,0.5757
Si Mar Roxas and President ko! #RoxasRobredo #RoxasRobredo2016 #MarLeni2016 #ForeverMar #BayangMatuwid,0,0,0.99394375,0,0.9995
"Mar Roxas is now #2 with more than 30% of the votes yet to be revealed, let's see if the LP still have anything under their sleeves.",0,0,0.9926322,0,0.9985
Sapakin ko tong tatay ko e. Pinagtawanan ako nung sinabi kong si Miriam iboboto ko. E mas nakakatawa kayang choice nya si Mar Roxas! Damn.,1,1,0.9584178,1,0.999
Nangunguna parin si DUTERTE hanggang ngayon.  Nagiba lang pumangalawa na si Poe kesa kay Mar ????,0,1,0.9601132,0,0.976
Binay doubts gov’t readiness over farm jobs loss due to El Niño https://t.co/kiLfXxUVRm | @YGonzalesINQ https://t.co/of2Tyr86tN,0,1,0.85545856,0,1.0
Wag kang magalala VP Binay sa inyo pa rin suporta namin! Go tayo sa zero tax para sa mga sumasahod ng P30k pababa! #OnlyBinayUNAsaIlocos,0,0,0.99139273,0,0.999
Sorry binay pero di ko pa din gets kung ano kinalaman ng pagiging nognog mo sa pagiging presidente ng pilipinas.,1,1,0.94642395,1,0.894
MAR ROXAS #AyawSaDILAW SAYANG POE ?? https://t.co/pkuuO5i5fn,1,1,0.9964193,1,0.9937
Kabadtrip tong commercials ni Binay!,1,1,0.9495741,1,0.9985
Kairita naman tong commercial ni Binay. Pakq galing din yan sa tax ng mga taga Makati,1,1,0.99544406,1,0.996
Binay promises to bring back PNR to Bicol region https://t.co/2h7ynW6F2R,0,0,0.99233717,0,1.0
Dayaang Dilaw? NANGUNGUNA NA NGA SI DUTERTE. Bwiset! Pangalawa pa si Poe! NASAAN ANG DILAW JOSKO #Halalan2016 #Election2016,1,1,0.9966576,1,0.999
"so ano naman plano niyo ngayon? maga-alyansa si roxas at poe para pag nanalo si duterte, i-impeach niyo leche ??",1,1,0.99017286,1,0.8384
Manny Paquiao for Binay ??,0,0,0.98772335,0,0.9897
"Apparently Mr. President, you're freaking out now that your puppet Mar Roxas is clearly losing the elections and... https://t.co/RbIsNEnnaP",1,1,0.99667466,1,0.9634
Dear social media giants on LP/gov't/payroll: you're not helping Mar Roxas. Duterte is thanking you.,0,0,0.991683,0,0.9966
Chiz shld give way to a Roxas/Poe ticket. He owes us big time for endorsing Binay in 2010.,1,1,0.9917978,1,0.974
#OnlyBinayWinner,0,0,0.98096496,0,0.946
#PiliPinasDebates2016,0,0,0.7254808,0,0.613
"I think I should turnoff the TV. Makastress ang ads nila binay, roxas ug poe. Pati ang PSY. OTWOL na pleaaaase!",1,1,0.9967055,1,0.9707
Dark ages ahead: Mar says PH is doomed if Binay wins https://t.co/UgnHH02EnR @MARoxas @LiberalPH @VPJojoBinay https://t.co/HrfRW7QOfJ,1,1,0.9521606,1,0.7695
"Mar Roxas, I know how you feel.
Ang ma-basted.
#landiwithdignity",1,1,0.9935901,1,0.97
6 years na Vice President si binay pero puro yung nagawa nya padin sa makati yung pinagmamalaki nya. Wala ba syang nagawa para sa pilipinas,1,1,0.9895838,1,0.869
"For past campaigns: Mar Roxas spent P279M, Duterte only P85K https://t.co/39IsH0gy3X",0,1,0.9955493,0,0.999
Binay ProWomen,1,1,0.99366623,1,0.9995
WTF This Grace Poe Ad in Youtube is so irritating. Please do not disturb my video watching... Im playing phantom...,1,1,0.99173623,1,0.9463
RT TVPatrol: KILALANIN: Vice President Jejomar Binay https://t.co/f5rM68MvaX #Halalan2016 https://t.co/EwAtt7ShBc,0,1,0.89583963,0,1.0
"Karumaldumal ang yamang ill-gotten. Dami nyan dito: Marcos, Binay to name two most infamous names for obscene display of wealth.",1,1,0.9870629,1,0.9917
"Bombo Radyo Philippines - Binay no.1 pa rin sa SWS survey; Duterte, Poe patas sa pangalawang pwesto https://t.co/y6zazYx8BB",0,0,0.9918785,0,1.0
#RoxasRising https://t.co/f4TCzQVK0p,0,0,0.97948265,0,0.9077
@gmanews People who want to know how PNoy &amp; Trillanes sold the Scarborough&amp; Spratlys to China in 2012 should not vote for Mar Roxas #Treason,1,1,0.9962878,1,0.9434
Eh si Sir Hindi nag papaawat ??,0,1,0.5158399,0,0.7007
RT @OhGerald: Only Binay can irritate me T H I S  M U C H.,1,1,0.9849996,1,0.9634
This is OUTRAGEOUS! Totally OUTRAGEOUS! MAR Roxas is telling LIES and HALF-TRUTHS! Everyone who suffered knows... https://t.co/xW53P9s0ph,1,1,0.9904993,1,0.9883
'NOT OUR STYLE': Chiz defends Poe from allegation of anti-Duterte 'conspiracy' https://t.co/Ja7wNVgAVy,0,1,0.99560934,0,0.9995
"Sayang po yung magagandang posters nyo laban sa #Kto12 , Sen @TrillanesSonny . Sana focus n lng kayo sa mga Binay.",0,1,0.9742863,0,0.982
Lahat ng advertisement ni binay sa pangangandidato eh puro self pity???,0,1,0.9925471,1,0.994
@Politiko_Ph Puro lang sila bintang at labas ng issue na walang katotohanan para siraan si VP Binay. #PHVoteBinay,0,0,0.99212974,0,0.9863
Ngayon si VP Binay na mismo ang voice over sa sarili nyang ad. ????,0,1,0.9526514,0,0.9443
Hindi ko kayo masisisi. Pero para sa akin mas madami nagawa si binay sa MAKATI ?? even totoo man ang binabato sakanya.,0,0,0.88947195,0,0.998
2nd part of @societyofhonor &amp; @mangunonmarkets' short convo on Mar Roxas: https://t.co/xYZZmH9HtX,0,0,0.9715133,0,0.9995
Binay camp sees ‘moral victory’ in SC decision https://t.co/fEUqXelLar https://t.co/nXPY57wiHH,0,0,0.9923539,0,0.9995
"Madami naman talaga nagawa si Binay, corrupt nga lang",1,1,0.98175585,1,0.9663
#DontChatWithStrangers,1,1,0.9275585,1,0.534
@ABSCBNNews..Mar Roxas' statement makes no sense... Not for a future president!,1,1,0.9822881,1,0.6724
#RespectDJPDecisionForMa…,0,1,0.9275585,0,0.9814
"Since I know Duterte, Binay, Poe, and Miriam won't last their whole term due to protests against human rights... https://t.co/wgMv8GFqUh",0,0,0.99132955,0,0.9824
Mar Roxas alam mo kung nasaan ang mga droga kaso konti nahuhuli. Wala ka. #Duterte na talaga.,0,1,0.63984245,1,0.555
"Wag lang kay Roxas ang issue, remember the secret candidate Grace Poe. Also to include Chiz Escudero, and Leni... https://t.co/mHS6JS2exl",0,0,0.98982656,0,0.9756
"c binay ngayon, sunod sabado c mar. #WantedPresident",0,0,0.79118234,0,0.999
"@LiaManalac:PPCRV UNOFFICIAL COUNT AS OF 540pm PRESIDENT
Duterte 631,814
Roxas 360,198
Poe 358,596
Binay 216,473
Santiago 71,208
Señeres 935",0,0,0.993155,0,0.9995
Wala pa ring dating yung bagong ad ni Mar Roxas. Baka nga totoong once a kupal always a kupal,1,1,0.98736316,1,0.9907
Yes or No lang po Binay! kainis!  #PiliPinasDebates2016,1,1,0.59348357,1,0.9844
5 - SANTIAGO #Halalan2016,0,0,0.95885193,0,0.984
RT @v_vangogh: Baka nman hindi pa alam ng mga tao kung paano maibabalik ni Binay ito? #ROI. #MaawaKayoSaPinas https://t.co/Mt75QoSLf9,0,1,0.9961875,0,0.7876
NOOOOOOOOOOOOO MAR ROXAS ???????????????????????????????????????? https://t.co/d2NwaAmdnK,0,1,0.99525094,1,0.9863
Cara Kendall On PH 2016 Only Binay #DanceKidsFun Ateneo,0,0,0.98937154,0,0.9844
Ai Ai de las Alas: Nandito po ako bilang kaibigan ni Jojo Binay | via @lirafernandez https://t.co/h6mxdrAW89,0,1,0.995453,0,1.0
Only Binay is nognog pandak laki sa hirap,1,1,0.9806357,1,0.924
"Pag nanalo pa si Binay, solid na talaga ang pagiging noob ng mga Pinoy. Hahaha.",1,1,0.9937086,1,0.986
Magulat nalang tayo konti nalang agwat ni roxas Kay duterte ?????? #DayaangMatuwid,1,1,0.9904366,1,0.962
@severusIy di ikaw to ahhhhh,0,0,0.5891807,0,0.852
"Roxas looked defeated @ presscon, admits he can't beat Duterte. Poe sounds equally resigned to defeat. https://t.co/hWnI7FGzKo",0,0,0.9912766,0,0.999
I can't even believe that Mar Roxas is on 2nd Place in the most number of votes for the presidential candidacy. Is this for Real?,1,0,0.93023646,1,0.9272
I don't really see the point of having Binay as a President of this country. Nor Mar Roxas. Nor Grace Poe.,1,1,0.7939221,0,0.953
The anti-graft body has denied the appeal of Vice President Jejomar Binay’s son seeking to annul its previous... https://t.co/Y5uScbCHUq,0,1,0.99617577,0,0.999
"Binay credits Arroyo for CCT program: ILOCOS SUR - In stark contrast to President Aquino, Vice-P... https://t.co/ulmgzb5vlK (via ABS-CBN)",0,1,0.99651116,0,0.9995
"Be my ""Duterte"" in this world full of ""Roxas"" ??????",0,0,0.99133,0,0.9907
kakabanas na Binay !!,1,0,0.58813685,1,0.9995
2015/10/9 19:55 PHT,0,0,0.9925591,0,1.0
"Di lang si Binay, Duterte, Poe: Supetran son claims ""Pride"" detergent attack ad also whacks Roxas https://t.co/n8uwpKwjC3",0,0,0.9615373,0,0.998
"Senators Drilon, Sotto, Angara, Binay, Villar, Honasan, Legarda atbp dumalo sa Necro Service | @chonayu1  https://t.co/jGGprDM07u",0,1,0.9965239,0,0.9995
Honasan belies crowd at Sinulog booed Binay https://t.co/CdlAJvc6De | via GMA News,0,0,0.9918765,0,0.9985
@chibiness pero madaming nagawa di tulad ng iba. Wag kang tatamaan. Si Binay yan. ????,1,1,0.9960484,1,0.861
"Kapangalan ni LP standard bearer Mar Roxas, nag-withdraw sa kandidatura https://t.co/x98pS6Pkq5 | via Bombo Radyo",0,0,0.9914689,0,0.9995
Leading pa rin si Binay sa SWS survey! PUNYETA PO,1,1,0.9943404,1,0.9927
"'President' Binay to give benefits, scrap income tax for the poor https://t.co/YPSDIwUn70 #PHVote https://t.co/5yxMCMJ92k",0,0,0.9919241,0,1.0
https://t.co/4erihjEZwM,1,1,0.71928257,0,0.6396
"Kung si NASH paglaki si CARDO eh Sino gaganap paglaki ni ONYOK ? si BINAY po ba? Haha JK
#AngProbinsyanoPaghahanda  http://t.co/c0NM9foyLT""",1,1,0.99578446,1,0.953
"RT teddyboylocsin: NCR survey, 1,136 respondents: With Duterte as sub: Duterte33%, Binay21%; Poe13%, Roxas7%, Sabio (who he?), 6%, Santiago…",0,1,0.99659216,0,0.994
@jairagizelle heyheyyow. Mag s'submit ka kay binay? ??,0,1,0.9816046,0,0.995
"""Bakit kung sino pa ang pandak blablabla"" Maka BV advertisement ni Binay I swear to the heavens.",1,1,0.78620857,1,0.9785
Mar Roxas says he is for transparency why then is the palace blocking the Mapasapano reopening the investigation.... https://t.co/DbevdhxBwl,1,1,0.95162934,1,0.845
"Pag si Miriam, Poe, Roxas, o Binay ang nanalo, di mo na ipagdadasal bansa natin?",0,0,0.99226165,0,0.8857
"RT @TropangMARangal: Mar Roxas, kasama ang faculty members at mag-aaral ng Monfort Academy sa Biniray Festival sa Romblon https://t.co/NRfT…",0,1,0.9877551,0,0.993
PARA KANG TANGA ROXAS!! MAY PAG PRESSCON KA PA. BAKIT SI POE LANG GUSTO MO MAKAUSAP? AYAW MO SI BINAY AT SANTIAGO? THREATENED KA NA BA?,1,1,0.9952054,1,0.964
"@joyruizzz, hey, stop talk to Vice President Binay like that!",0,0,0.9924731,0,0.8984
#ABSCBNTHICKSKINNED https://t.co/9xcGyP9y0c,1,1,0.98843455,1,0.9214
DAHIL ANG PRESIDENTE NAMIN AY DISENTENG TAO! I VOTE ROXAS! PARA SA PILIPINAS #Halalan2016,0,1,0.98036915,0,0.9927
@prb08 binay tayo par. Hahaha,0,1,0.9640137,0,0.9966
Mga tanga kayo di nyo ba iniisip na ung perang ninakaw nyang si Mar Roxas ay Dugo at Pawis nyo? Magisip naman kayo!,1,1,0.9964914,1,0.998
"Binay takes a swipe against Grace Poe, saying the country does not need a candidate who would be president under OJT #VotePH2016",0,0,0.991537,0,0.998
@akosixon yeah. Di ko alam bakit mas mataas pa si roxas and binay.,0,0,0.9105221,0,0.951
Roxas and Binay are on top over Miriam? Feel sorry for the Filipino people. ??,1,1,0.990818,1,0.819
"@Paulelli kung gaano nia k hate si Mar, multiply it a million x, ganun k repulsive si Binay s'kin. But never ko minura or say ng ganyan.",0,1,0.9965012,1,0.9517
#PiliPinasDebates2016,0,0,0.7254808,0,0.6123
DUTERTE-CAYETANO 4EVER.  https://t.co/iMzb55G1qS,1,1,0.99600405,0,0.95
@gmanews so dahil Kay Binay na naman to? hahaha,1,1,0.8051904,0,0.999
Grabe Binay. Nakakaooffend commercials mo. ????????,1,1,0.9901918,1,0.9897
"RT @seeyara: Binay, halos 6 years ka ng VP. Bakit puro 'ginawa' mo para sa Makati as Mayor ang nasa campaign mo? Bakit wala yung 'ginawa' m…",0,1,0.99585754,0,0.9614
Annoying binay ad,1,1,0.99594396,1,0.9937
Sumakto pala no? Ahas si Binay!  https://t.co/DT01GdH0ms,1,1,0.99504197,1,0.9443
Binay @ PH Biz con: Aquino admin promised much but delivered very little. | via @madmiraflor,0,0,0.991113,0,1.0
Magkano Kaya ginastos ni Mar Roxas and Binay sa Pandaraya? Hmmm.,1,1,0.9729776,1,0.7656
Nagwawala na po itong katabi ko porket lamang lang si duterte ayyyy kaya pang habulin ni POE yann!!!!,0,1,0.9872652,0,0.628
Mar Roxas on panic mode,0,1,0.62587696,1,0.6914
"@DibaynLyovido @kendiska May bago ngayong AD si Binay, iyong sa Jollibee .. Walang kutsara at tinidor ! Nagkakamay haha",1,1,0.98944,1,0.8755
"Citizens must not forget this: ""You're a Romualdez and the President is an Aquino"" -Mar Roxas. WHERE IS HUMANITY?! #notoroxas",1,1,0.8607179,1,0.9824
Dami ko ng nabili kung wala talagang income tax mga may sahod ng P30k pababa! Go Binay! #OnlyBinayNangabakIlocos  https://t.co/CnYaB5UHXl,0,1,0.8134902,0,0.995
Putangina mo ka Binay ! Laki sa hirap pero kung makagastos ka sa pagkakampanya mo ! Desperado,1,1,0.9959365,1,1.0
Only Binay. Hahahaha potangina,1,1,0.8665873,1,0.997
"""@Team_Inquirer: Binay not speaking for gov’t—Palace http://t.co/gftOJjvksU | @TJBurgonio"" bwahahaha!",1,1,0.9917679,0,0.9766
"Naguumpisa na ang dayaan, wag kami Roxas. Kaya cguro kampante ka kasi didikit ka kay Duterte. Wag kami. #DecideWith25",1,1,0.9963921,1,0.9595
I just don't like the news about BOO-ING VP Binay on the celebration of #Sinulog2016. He is just a devout of the religion.Not a follower tho,0,0,0.97634923,0,0.995
bakit si roxas ayaw pumunta? di lang kasi boo abutin niya! GO VP BINAY! #binayforpresident #NogNogSinunog #onlybinay https://t.co/kIon0MysEA,1,1,0.9957254,1,0.997
Mar Roxas is getting so desperate. I hope he gets heart attack or stroke.,1,1,0.97514856,1,0.9966
"Sino-sino ang nasa line-up ng UNA na respectable daw?Unang-una , kung si Binay ang kakampihan mong pres, respectable ba yun? #SubtweetinMe",1,1,0.99378914,0,0.6226
If I may suggest to President Aquino and Mar Roxas. #PHVote #Halalan2016,0,0,0.9886423,0,0.994
May bago nanamang ad si Binay. -_-,1,1,0.84139204,1,0.9937
"Calling for Unity is not a statesman's act, try Quitting instead. @MARoxas ##QuitMarRoxas #NotoLP",1,1,0.99603015,1,0.888
@siegfredsalise Only Binay for President. Hahahaha,0,1,0.8521152,0,0.997
commercial nanaman! antayin ko si binay #PBBTheBigNight,0,1,0.96759284,0,0.91
"Roxas and Poe, you're not Santiago and Duterte para i-love team!!!",0,0,0.9866296,0,0.995
Mar: May Sindikato pero nung una wala daw Yung totoo Mar Roxas? sariling interest lang talaga alam mo Perfume pa!,1,1,0.99493223,1,0.9756
Marahas. Mar Roxas. ??,1,1,0.96512944,1,0.634
Porket ng endorse si DJ k Mar Roxas ayaw nyo narin sa kanya? Pero pag katapos ng election balik ka agad sa pag a idol nya?? WTF,1,1,0.9939156,1,0.9985
"Sawa na ba kayo sa Nognog ads? Wait, there’s more! Binay, di ka nag-iisa sa claimed identity mo kaya wag solohin uy! https://t.co/VwEVhatwpM",1,1,0.99453753,1,0.976
"Preliminary and partial results coming in suggest Duterte in the lead vs Roxas, and Marcos leading against Leni Robredo. Depressing.",0,1,0.6668561,0,0.6025
"Check link: VP#JejomarBinay LIAR, lying about his #EducationalAttainmentshttps://t.co/0MCK9qgEh2#Binay #Binay2016 https://t.co/lcJ1GDB3mi",0,0,0.9931685,1,0.845
Namesake of LP bet Mar Roxas withdraws from 2016 presidential race https://t.co/0t3PFXTBrs #TheFilipinoVotes https://t.co/ObEBZKzMoO,0,0,0.9928027,0,1.0
"RT @serjordy: PUNYETA YUNG NEW ADS NI BINAY! -_- 
ONLY BINAY? YEAH ONLY BINAY! NOGNOG, PANDAK, LAKI SA HIRAP PERO KURAP!",1,1,0.995856,1,0.9985
"Nagtataka pa si Mar ngayon kung bakit siya kina Castigate, eh sa kanilang lima siya at si Binay ang kadudaduda! Hay naku naman.",1,1,0.9964114,1,0.9966
"What's the problem, my Padawan? Arrogant, Mar Roxas is. Concede to Grace, he must. https://t.co/3KmByxIbUW",1,1,0.99422956,1,0.9824
